TITRE,REALISATEUR,RUE,CP,ADRESSE,COORDONNEES
SECRET DEFENSE,PHILIPPE HAIM,CHARLES FILLION,75016,PLACE CHARLES FILLION 75016 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,DES MOINES,75017,RUE DES MOINES 75017 Paris France,
LA FEMME INVISIBLE,AGATHE TEYSSIER,VIVALDI,75012,ALLEE VIVALDI 75012 Paris France,"48.841523, 2.39135"
LA FEMME INVISIBLE,AGATHE TEYSSIER,DE LA NATION,75012,PLACE DE LA NATION 75012 Paris France,"48.84848, 2.395755"
SECRET DEFENSE,PHILIPPE HAIM,LA PEROUSE,75016,RUE LA PEROUSE 75016 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,BOURSAULT,75017,RUE BOURSAULT 75017 Paris France,"48.88474, 2.319238"
LA FEMME INVISIBLE,AGATHE TEYSSIER,A.J. HENARD,75012,RUE A.J. HENARD 75012 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,ET RUE DU DOCTEUR FELIX LOBLIGEOIS,75017,PLACE ET RUE DU DOCTEUR FELIX LOBLIGEOIS 75017 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,DES ETATS UNIS,75016,PLACE DES ETATS UNIS 75016 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,DUMONT D'URVILLE,75016,RUE DUMONT D'URVILLE 75016 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,GALILEE,75016,RUE GALILEE 75016 Paris France,"48.868613, 2.293614"
INJU,BARBET SCHROEDER,DE LA SORBONNE,75005,PLACE DE LA SORBONNE 75005 Paris France,"48.848577, 2.342194"
LOL,LISA AZUELOS,PUBLIC,75016,PASSAGE PUBLIC 75016 Paris France,
EDEN A L'OUEST,COSTA GAVRAS,FRANKLIN D.ROOSEVELT,75008,AVENUE FRANKLIN D.ROOSEVELT 75008 Paris France,
EDEN A L'OUEST,COSTA GAVRAS,FRANKLIN D. ROOSEVELT,75008,AVENUE FRANKLIN D. ROOSEVELT 75008 Paris France,"48.869169, 2.310126"
EDEN A L'OUEST,COSTA GAVRAS,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,"48.869576, 2.30825"
EDEN A L'OUEST,COSTA GAVRAS,BOURDON,75004,BOULEVARD BOURDON 75004 Paris France,"48.850108, 2.366928"
LOL,LISA AZUELOS,DE LA POMPE,75016,RUE DE LA POMPE 75016 Paris France,"48.865436, 2.279098"
LOL,LISA AZUELOS,DE LASTEYRIE,75016,RUE DE LASTEYRIE 75016 Paris France,
LOL,LISA AZUELOS,DE PRESBOURG,75016,RUE DE PRESBOURG 75016 Paris France,"48.873207, 2.293027"
COMMIS D'OFFICE,HANNELORE CAYRE,AUGUSTE BLANQUI,75013,BOULEVARD AUGUSTE BLANQUI 75013 Paris France,"48.830211, 2.347425"
COMMIS D'OFFICE,HANNELORE CAYRE,ARAGO,75014,BOULEVARD ARAGO 75014 Paris France,"48.834624, 2.337211"
EDEN A L'OUEST,COSTA GAVRAS,NEY,75018,BOULEVARD NEY 75018 Paris France,"48.89819, 2.350199"
LE CODE A CHANGE,DANIELE THOMPSON,DU JOURDAIN,75020,RUE DU JOURDAIN 75020 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,DE BELLEVILLE,75020,RUE DE BELLEVILLE 75020 Paris France,"48.875459, 2.391367"
COMMIS D'OFFICE,HANNELORE CAYRE,DES GOBELINS,75013,AVENUE DES GOBELINS 75013 Paris France,
COMMIS D'OFFICE,HANNELORE CAYRE,SAINT JACQUES,75014,BOULEVARD SAINT JACQUES 75014 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,SECRETAN,75019,AVENUE SECRETAN 75019 Paris France,"48.88086, 2.374119"
COMMIS D'OFFICE,HANNELORE CAYRE,DE LA PLACE DAUPHINE,75001,SQUARE DE LA PLACE DAUPHINE 75001 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,MATHURIN MOREAU,75019,AVENUE MATHURIN MOREAU 75019 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,MANIN,75019,AVENUE MANIN 75019 Paris France,
EDEN A L'OUEST,COSTA GAVRAS,DE TURBIGO,75003,RUE DE TURBIGO 75003 Paris France,"48.86454, 2.352086"
COMMIS D'OFFICE,HANNELORE CAYRE,DAUPHINE,75001,PLACE DAUPHINE 75001 Paris France,"48.856719, 2.342201"
COMMIS D'OFFICE,HANNELORE CAYRE,DES ETATS UNIS,75016,PLACE DES ETATS UNIS 75016 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,JEAN MACE,75011,RUE JEAN MACE 75011 Paris France,"48.853327, 2.383023"
COMMIS D'OFFICE,HANNELORE CAYRE,NOTRE DAME,75004,PARVIS NOTRE DAME 75004 Paris France,"48.853399, 2.348166"
EDEN A L'OUEST,COSTA GAVRAS,REAUMUR,75003,RUE REAUMUR 75003 Paris France,
LOL,LISA AZUELOS,DU BUIS,75016,RUE DU BUIS 75016 Paris France,"48.847178, 2.267797"
LOL,LISA AZUELOS,D'AUTEUIL,75016,RUE D'AUTEUIL 75016 Paris France,"48.847954, 2.264508"
COMMIS D'OFFICE,HANNELORE CAYRE,MURAT,75016,BOULEVARD MURAT 75016 Paris France,"48.843333, 2.256574"
COMMIS D'OFFICE,HANNELORE CAYRE,DE L'HORLOGE,75001,QUAI DE L'HORLOGE 75001 Paris France,"48.856845, 2.34408"
COMMIS D'OFFICE,HANNELORE CAYRE,FABERT,75007,RUE FABERT 75007 Paris France,"48.860135, 2.311396"
COMMIS D'OFFICE,HANNELORE CAYRE,EXELMANS,75016,BOULEVARD EXELMANS 75016 Paris France,"48.842398, 2.26181"
COMMIS D'OFFICE,HANNELORE CAYRE,DU PALAIS,75004,BOULEVARD DU PALAIS 75004 Paris France,"48.855293, 2.34588"
COMMIS D'OFFICE,HANNELORE CAYRE,DU HARLEY,75001,RUE DU HARLEY 75001 Paris France,
COMMIS D'OFFICE,HANNELORE CAYRE,ARAGO,75014,BOULEVARD ARAGO 75014 Paris France,"48.834624, 2.337211"
COMMIS D'OFFICE,HANNELORE CAYRE,DOLENT,75014,RUE DOLENT 75014 Paris France,"48.833682, 2.338471"
COMMIS D'OFFICE,HANNELORE CAYRE,MESSIER,75014,RUE MESSIER 75014 Paris France,"48.833991, 2.338087"
EDEN A L'OUEST,COSTA GAVRAS,NATHALIE LEMEL,75003,PLACE NATHALIE LEMEL 75003 Paris France,
LE CODE A CHANGE,DANIELE THOMPSON,DU JOURDAIN,75020,RUE DU JOURDAIN 75020 Paris France,
LOL,LISA AZUELOS,DU DOCTEUR GERMAIN SEE,75016,RUE DU DOCTEUR GERMAIN SEE 75016 Paris France,"48.853705, 2.280051"
LOL,LISA AZUELOS,BERTON,75016,RUE BERTON 75016 Paris France,"48.854948, 2.280583"
LOL,LISA AZUELOS,DE LAMBALLE,75016,AVENUE DE LAMBALLE 75016 Paris France,
A L'ORIGINE,XAVIER GIANNOLI,DE BERCY,75012,ALLEE DE BERCY 75012 Paris France,"48.842084, 2.376722"
A L'ORIGINE,XAVIER GIANNOLI,LOUIS ARMAND,75012,PLACE LOUIS ARMAND 75012 Paris France,"48.845464, 2.373353"
A L'ORIGINE,XAVIER GIANNOLI,DE LA RAPEE,75012,QUAI DE LA RAPEE 75012 Paris France,
A L'ORIGINE,XAVIER GIANNOLI,DE BERCY,75012,RUE DE BERCY 75012 Paris France,"48.841812, 2.376913"
UNE AFFAIRE D'ETAT,ERIC VALETTE,TRUDAINE,75009,AVENUE TRUDAINE 75009 Paris France,"48.881317, 2.343498"
RAPT,LUCAS BELVAUX,THOMAS MANN/DES GRANDS MOULINS,75013,RUE THOMAS MANN/DES GRANDS MOULINS 75013 Paris France,
UN PROPHETE,JACQUES AUDIARD,MONTAIGNE,75008,AVENUE MONTAIGNE 75008 Paris France,"48.867539, 2.307055"
L'ELEGANCE DU HERISSON,MONA ACHACHE,EUGENE MANUEL,75016,RUE EUGENE MANUEL 75016 Paris France,
LE PETIT NICOLAS,LAURENT TIRARD,FOCH,75016,AVENUE FOCH 75016 Paris France,"48.872126, 2.285236"
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,DES GRANDS AUGUSTINS (PENICHE),75006,QUAI DES GRANDS AUGUSTINS (PENICHE) 75006 Paris France,
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,DE BEAUNE,75007,RUE DE BEAUNE 75007 Paris France,
MA MEC A MOI,J.J.ZILBERMANN,BARBES,75018,BOULEVARD BARBES 75018 Paris France,"48.887872, 2.34953"
MON BEAU PERE,ELIE CHOURAQUI,DU DOCTEUR LANCEREAUX,75008,RUE DU DOCTEUR LANCEREAUX 75008 Paris France,"48.876055, 2.310371"
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,LAGARDERE,75016,PISCINE LAGARDERE 75016 Paris France,
GLAMROCK VILLE,LUC JOB,DE VALMY,75010,QUAI DE VALMY 75010 Paris France,"48.876123, 2.364043"
HADEWIJCH,BRUNO DUMONT,BARYE,75004,SQUARE BARYE 75004 Paris France,"48.881358, 2.303458"
GLAMROCK VILLE,LUC JOB,DU COLISEE,75008,RUE DU COLISEE 75008 Paris France,
MON BEAU PERE,ELIE CHOURAQUI,MATERNELLE FAUCONNIER,75004,ECOLE MATERNELLE FAUCONNIER 75004 Paris France,
MON BEAU PERE,ELIE CHOURAQUI,CHARLEMAGNE,75004,RUE CHARLEMAGNE 75004 Paris France,"48.854179, 2.360548"
IVERPATTALAM,MUTHUVAIRU PALANI,MONTEBELLO,75005,QUAI MONTEBELLO 75005 Paris France,
IVERPATTALAM,MUTHUVAIRU PALANI,DU PARVIS,75018,PLACE DU PARVIS 75018 Paris France,"48.886183, 2.34312"
IVERPATTALAM,MUTHUVAIRU PALANI,DES ARTS,75001,PONT DES ARTS 75001 Paris France,"48.858795, 2.337747"
IVERPATTALAM,MUTHUVAIRU PALANI,DU CHEVALIER DE LA BARRE,75018,RUE DU CHEVALIER DE LA BARRE 75018 Paris France,"48.887546, 2.344538"
IVERPATTALAM,MUTHUVAIRU PALANI,DE LA TOURNELLE,75005,QUAI DE LA TOURNELLE 75005 Paris France,"48.85042, 2.353546"
IVERPATTALAM,MUTHUVAIRU PALANI,DU TERTRE,75018,PLACE DU TERTRE 75018 Paris France,"48.886544, 2.340739"
IVERPATTALAM,MUTHUVAIRU PALANI,DU CALVAIRE,75018,RUE DU CALVAIRE 75018 Paris France,"48.886053, 2.340432"
IVERPATTALAM,MUTHUVAIRU PALANI,DU CARDINAL DUBOIS,75018,RUE DU CARDINAL DUBOIS 75018 Paris France,"48.885897, 2.343163"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DE LA GRANGE AUX BELLES,75010,RUE DE LA GRANGE AUX BELLES 75010 Paris France,"48.875657, 2.367231"
JULIE AND JULIA,NORA EPHRON,GABRIEL PIERNE,75006,SQUARE GABRIEL PIERNE 75006 Paris France,"48.856972, 2.336749"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,SAINT MICHEL,75006,PLACE SAINT MICHEL 75006 Paris France,"48.853586, 2.343888"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,SAINT LOUIS,75010,PONT SAINT LOUIS 75010 Paris France,
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,JEAN POULMARCH,75010,RUE JEAN POULMARCH 75010 Paris France,"48.872434, 2.363502"
JULIE AND JULIA,NORA EPHRON,MAZARINE,75006,RUE MAZARINE 75006 Paris France,"48.855277, 2.337752"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DE VALMY,75010,QUAI DE VALMY 75010 Paris France,"48.876123, 2.364043"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DE JEMMAPES,75010,QUAI DE JEMMAPES 75010 Paris France,"48.876681, 2.365244"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DES VINAIGRIERS,75010,RUE DES VINAIGRIERS 75010 Paris France,"48.873182, 2.360779"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,BICHAT,75010,RUE BICHAT 75010 Paris France,"48.872186, 2.367217"
JULIE AND JULIA,NORA EPHRON,DE SEINE,75006,RUE DE SEINE 75006 Paris France,"48.854513, 2.336874"
ET SI...,OLEG OSSIPOV,BRIQUET,75018,RUE BRIQUET 75018 Paris France,
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DE BELLEVILLE,75020,RUE DE BELLEVILLE 75020 Paris France,"48.875459, 2.391367"
ET SI...,OLEG OSSIPOV,BRIQUET,75018,PASSAGE BRIQUET 75018 Paris France,
ET SI...,OLEG OSSIPOV,DU CANAL,93500,BERGES DU CANAL 93500 Paris France,"48.856614, 2.352222"
SECRET DEFENSE,PHILIPPE HAIM,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,"48.869576, 2.30825"
SECRET DEFENSE,PHILIPPE HAIM,PIERRE CHARRON,75008,RUE PIERRE CHARRON 75008 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,FRANCOIS 1ER,75008,RUE FRANCOIS 1ER 75008 Paris France,"48.8676, 2.30538"
SECRET DEFENSE,PHILIPPE HAIM,GEORGE V,75008,AVENUE GEORGE V 75008 Paris France,"48.86833, 2.300986"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,CHARLES BAUDELAIRE,75012,RUE CHARLES BAUDELAIRE 75012 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,TROUSSEAU,75012,SQUARE TROUSSEAU 75012 Paris France,
LES HERBES FOLLES,ALAIN RESNAIS,SAINT LOUIS,75004,PONT SAINT LOUIS 75004 Paris France,"48.852745, 2.352713"
LES HERBES FOLLES,ALAIN RESNAIS,DE L'ARCHEVECHE,75004,QUAI DE L'ARCHEVECHE 75004 Paris France,"48.852214, 2.351984"
TON PROCHAIN,ANNE RIITTA CICCONE,PASTEUR,75015,BOULEVARD PASTEUR 75015 Paris France,"48.842041, 2.313547"
TON PROCHAIN,ANNE RIITTA CICCONE,DE BRETEUIL,75017,PLACE DE BRETEUIL 75017 Paris France,
TON PROCHAIN,ANNE RIITTA CICCONE,DEVANT L'EGLISE,75015,ALLEE DEVANT L'EGLISE 75015 Paris France,
TON PROCHAIN,ANNE RIITTA CICCONE,GERBERT,75015,ROUTE GERBERT 75015 Paris France,
TON PROCHAIN,ANNE RIITTA CICCONE,BAUSSET,75015,RUE BAUSSET 75015 Paris France,
TON PROCHAIN,ANNE RIITTA CICCONE,BLOMET,75015,RUE BLOMET 75015 Paris France,"48.840946, 2.300633"
TON PROCHAIN,ANNE RIITTA CICCONE,DE BRETEUIL,75007,AVENUE DE BRETEUIL 75007 Paris France,"48.849525, 2.312288"
TON PROCHAIN,ANNE RIITTA CICCONE,VAUBAN,75007,PLACE VAUBAN 75007 Paris France,"48.853663, 2.312772"
TON PROCHAIN,ANNE RIITTA CICCONE,DE VAUGIRARD,75015,RUE DE VAUGIRARD 75015 Paris France,"48.84312, 2.313183"
TON PROCHAIN,ANNE RIITTA CICCONE,LECOURBE,75015,RUE LECOURBE 75015 Paris France,"48.84046, 2.295724"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,FERREE DE LA PETITE CEINTURE,75,VOIE FERREE DE LA PETITE CEINTURE 75 Paris France,
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DE CRIMEE,75019,RUE DE CRIMEE 75019 Paris France,"48.886066, 2.382069"
TON PROCHAIN,ANNE RIITTA CICCONE,DE LA CHAPELLE,75010,BOULEVARD DE LA CHAPELLE 75010 Paris France,"48.884192, 2.35735"
TON PROCHAIN,ANNE RIITTA CICCONE,DE ROCHECHOUART,75009,BOULEVARD DE ROCHECHOUART 75009 Paris France,
FAREWELL,CHRISTIAN CARION,DU CHAMP DE MARS,75007,PARC DU CHAMP DE MARS 75007 Paris France,"48.856315, 2.297387"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DES BUTTES CHAUMONT,75019,PARC DES BUTTES CHAUMONT 75019 Paris France,"48.879974, 2.381841"
TON PROCHAIN,ANNE RIITTA CICCONE,DU DOCTEUR LOBLIGEOIS,75017,PLACE DU DOCTEUR LOBLIGEOIS 75017 Paris France,
TON PROCHAIN,ANNE RIITTA CICCONE,DE CLICHY,75017,PLACE DE CLICHY 75017 Paris France,"48.883588, 2.327195"
TON PROCHAIN,ANNE RIITTA CICCONE,BIOT,75017,RUE BIOT 75017 Paris France,"48.885037, 2.325444"
DEAR GALILEO,NITHIWAT TARATHORN,JUSSIEU,75013,PLACE JUSSIEU 75013 Paris France,
DEAR GALILEO,NITHIWAT TARATHORN,GAMBETTA,75019,PLACE GAMBETTA 75019 Paris France,
FROM PARIS WITH LOVE,PIERRE MOREL,DU CHAMP DE MARS,75007,PARC DU CHAMP DE MARS 75007 Paris France,"48.856315, 2.297387"
TOUTES LES FILLES PLEURENT,JUDITH GODRECHE,MULLER,75018,RUE MULLER 75018 Paris France,
L'ELEGANCE DU HERISSON,MONA ACHACHE,EUGENE MANUEL,75016,RUE EUGENE MANUEL 75016 Paris France,
L'ELEGANCE DU HERISSON,MONA ACHACHE,CLAUDE CHAHU,75016,RUE CLAUDE CHAHU 75016 Paris France,
RTT,FREDERIC BERTHE,DE REUILLY,75012,RUE DE REUILLY 75012 Paris France,"48.844718, 2.389666"
COMPLICES,FREDERIC MERMOUD,RICHARD LENOIR,75011,BOULEVARD RICHARD LENOIR 75011 Paris France,"48.859756, 2.371793"
LA GRANDE VIE,MARINA DEAK,DE L'OPERA,75001,AVENUE DE L'OPERA 75001 Paris France,"48.866565, 2.334064"
LA GRANDE VIE,MARINA DEAK,DE CHARONNE,75020,RUE DE CHARONNE 75020 Paris France,
LE PETIT NICOLAS,LAURENT TIRARD,BECQUEREL,75018,RUE BECQUEREL 75018 Paris France,
LA GRANDE VIE,MARINA DEAK,TREVISE/RUE RICHER (ANGLE),75009,RUE TREVISE/RUE RICHER (ANGLE) 75009 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,DE LA MOTTE PICQUET,75007,AVENUE DE LA MOTTE PICQUET 75007 Paris France,"48.856399, 2.308616"
GLAMROCK VILLE,LUC JOB,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,"48.863669, 2.313547"
GLAMROCK VILLE,LUC JOB,FRANCOIS MAURIAC,75013,QUAI FRANCOIS MAURIAC 75013 Paris France,"48.834138, 2.377319"
GLAMROCK VILLE,LUC JOB,DU PETIT MUSC,75004,RUE DU PETIT MUSC 75004 Paris France,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,BRANLY/PONT D'IENA,75007,QUAI BRANLY/PONT D'IENA 75007 Paris France,
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,"48.863669, 2.313547"
GLAMROCK VILLE,LUC JOB,DES CELESTINS,75004,QUAI DES CELESTINS 75004 Paris France,"48.852245, 2.360771"
G.I. JOE / DARK SKY,STEPHEN SOMMERS,EIFFEL (PARVIS,75007,TOUR EIFFEL (PARVIS 75007 Paris France,
IVERPATTALAM,MUTHUVAIRU PALANI,DE VARSOVIE,75016,PLACE DE VARSOVIE 75016 Paris France,"48.860104, 2.290901"
LE CONCERT,RADU MIHAILEANU,DES HOSPITALIERES SAINT GERVAIS,75004,RUE DES HOSPITALIERES SAINT GERVAIS 75004 Paris France,
IVERPATTALAM,MUTHUVAIRU PALANI,ALEXANDRE III,75008,PONT ALEXANDRE III 75008 Paris France,"48.863669, 2.313547"
IVERPATTALAM,MUTHUVAIRU PALANI,GUSTAVE V DE SUEDE,75016,AVENUE GUSTAVE V DE SUEDE 75016 Paris France,"48.861649, 2.289984"
IVERPATTALAM,MUTHUVAIRU PALANI,DE CAMOENS,75016,AVENUE DE CAMOENS 75016 Paris France,"48.8597, 2.286512"
IVERPATTALAM,MUTHUVAIRU PALANI,HUSSEIN 1ER DE JORDANIE,75016,AVENUE HUSSEIN 1ER DE JORDANIE 75016 Paris France,"48.861649, 2.289984"
LE CONCERT,RADU MIHAILEANU,VIEILLE DU TEMPLE,75004,RUE VIEILLE DU TEMPLE 75004 Paris France,"48.859309, 2.359685"
LE CONCERT,RADU MIHAILEANU,DES FRANCS BOURGEOIS,75004,RUE DES FRANCS BOURGEOIS 75004 Paris France,
IVERPATTALAM,MUTHUVAIRU PALANI,ALBERT 1ER DE MONACO,75016,AVENUE ALBERT 1ER DE MONACO 75016 Paris France,"48.861649, 2.289984"
LE SEMINAIRE,CHARLES NEMES,DE TURENNE/R DES MINIMES (ANGLE),75003,RUE DE TURENNE/R DES MINIMES (ANGLE) 75003 Paris France,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,DU PETIT THOUARS ET RUE SPULLER,75003,RUE DU PETIT THOUARS ET RUE SPULLER 75003 Paris France,
LE SEMINAIRE,CHARLES NEMES,DE BEARN/R DES MINIMES (ANGLE),75003,RUE DE BEARN/R DES MINIMES (ANGLE) 75003 Paris France,
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DE VARSOVIE,75016,PLACE DE VARSOVIE 75016 Paris France,"48.860104, 2.290901"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,EMILE RICHARD,75014,RUE EMILE RICHARD 75014 Paris France,"48.83856, 2.329538"
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,DE BRETAGNE,75003,RUE DE BRETAGNE 75003 Paris France,"48.863247, 2.361856"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DU TROCADERO,75016,ALLEE DU TROCADERO 75016 Paris France,
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,RASPAIL,75014,BOULEVARD RASPAIL 75014 Paris France,"48.840591, 2.330121"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,EDGAR QUINET,75014,BOULEVARD EDGAR QUINET 75014 Paris France,"48.840458, 2.326721"
"KOUTOUSOV, GAMBIT RUSSE",DIMITRY TOMASHPOLSKI,DU PARVIS,75004,PLACE DU PARVIS 75004 Paris France,"48.853733, 2.348382"
AN EDUCATION,LONE SCHERFIG,DEBILLY,75016,PORT DEBILLY 75016 Paris France,"48.860481, 2.291579"
LOL,LISA AZUELOS,D'AUTEUIL,75016,RUE D'AUTEUIL 75016 Paris France,"48.847954, 2.264508"
LOL,LISA AZUELOS,DU BUIS,75016,RUE DU BUIS 75016 Paris France,"48.847178, 2.267797"
LOL,LISA AZUELOS,THEODORE RIVIERE,75016,PLACE THEODORE RIVIERE 75016 Paris France,
LOL,LISA AZUELOS,VERDERET,75016,RUE VERDERET 75016 Paris France,
INJU,BARBET SCHROEDER,DE LA SORBONNE,75005,PLACE DE LA SORBONNE 75005 Paris France,"48.848577, 2.342194"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,SCRIBE,75009,RUE SCRIBE 75009 Paris France,"48.871656, 2.330536"
CHRISTMAS IN PARIS,HANS ROYAARDS,DU QUAI D'ORLEANS,75004,BERGES DU QUAI D'ORLEANS 75004 Paris France,
CHRISTMAS IN PARIS,HANS ROYAARDS,DE LA TOURNELLE,75005,PORT DE LA TOURNELLE 75005 Paris France,"48.849811, 2.356086"
CHRISTMAS IN PARIS,HANS ROYAARDS,ENTRE PONT DE L'ARCHEVECHE/ P DE SULLY,75005,BERGES ENTRE PONT DE L'ARCHEVECHE/ P DE SULLY 75005 Paris France,
UN HOMME ET SON CHIEN,FRANCIS HUSTER,EDOUARD VII,75009,PLACE EDOUARD VII 75009 Paris France,"48.871253, 2.32903"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,SCRIBE,75009,RUE SCRIBE 75009 Paris France,"48.871656, 2.330536"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,PHILIPPE PINEL,75013,SQUARE PHILIPPE PINEL 75013 Paris France,
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DES BUTTES CHAUMONT,75019,PARC DES BUTTES CHAUMONT 75019 Paris France,"48.879974, 2.381841"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,BARBES,75018,BOULEVARD BARBES 75018 Paris France,"48.887872, 2.34953"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,MYRHA,75018,RUE MYRHA 75018 Paris France,"48.88699, 2.352573"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,POULET,75018,RUE POULET 75018 Paris France,"48.887309, 2.349623"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,BELHOMME ET BD ROCHECHOUART (ANGLE),75018,RUE BELHOMME ET BD ROCHECHOUART (ANGLE) 75018 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE CHRISTIANI,75018,RUE DE CHRISTIANI 75018 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE SUEZ,75018,RUE DE SUEZ 75018 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE ROCHECHOUART,75018,BOULEVARD DE ROCHECHOUART 75018 Paris France,"48.882478, 2.341939"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DES POISSONNIERS,75018,RUE DES POISSONNIERS 75018 Paris France,"48.891781, 2.351894"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DU LOUVRE,75001,QUAI DU LOUVRE 75001 Paris France,"48.85899, 2.339858"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE LA CHAPELLE,75018,BOULEVARD DE LA CHAPELLE 75018 Paris France,"48.884366, 2.356883"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,RICHOMME,75018,RUE RICHOMME 75018 Paris France,
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DE CLIGNANCOURT,75018,RUE DE CLIGNANCOURT 75018 Paris France,"48.889745, 2.348297"
UN HOMME ET SON CHIEN,FRANCIS HUSTER,DES ARTS,75001,PONT DES ARTS 75001 Paris France,"48.858795, 2.337747"
SECRET DEFENSE,PHILIPPE HAIM,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,"48.869576, 2.30825"
SECRET DEFENSE,PHILIPPE HAIM,PIERRE CHARRON,75008,RUE PIERRE CHARRON 75008 Paris France,
SECRET DEFENSE,PHILIPPE HAIM,FRANCOIS 1ER,75008,RUE FRANCOIS 1ER 75008 Paris France,"48.8676, 2.30538"
SECRET DEFENSE,PHILIPPE HAIM,GEORGE V,75008,AVENUE GEORGE V 75008 Paris France,"48.86833, 2.300986"
SECRET DEFENSE,PHILIPPE HAIM,DU 18 JUIN,75015,PLACE DU 18 JUIN 75015 Paris France,"48.843548, 2.324642"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DU FAUBOURG POISSONNIERE,75010,RUE DU FAUBOURG POISSONNIERE 75010 Paris France,"48.876922, 2.348847"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,DU FAUBOURG POISSONNIERE,75010,RUE DU FAUBOURG POISSONNIERE 75010 Paris France,"48.876922, 2.348847"
ENVOYES (TRES) SPECIAUX,FREDERIC AUBURTIN,GEORGE V,75008,AVENUE GEORGE V 75008 Paris France,"48.86833, 2.300986"
MICMACS A TIRE LARIGOT,JEAN PIERRE JEUNET,DE L'OISE,75019,QUAI DE L'OISE 75019 Paris France,"48.890258, 2.382685"
